RBD,PAGO_MATRICULA2020,PAGO_MENSUAL2020,PAGO_MATRICULA2021,PAGO_MENSUAL2021,PAGO_MATRICULA2022,PAGO_MENSUAL2022,PAGO_MATRICULA2023,PAGO_MENSUAL2023,RURAL
11931,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
20162,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
1288,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
22549,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
16457,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8909,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
25279,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
10162,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
591,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
211,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15664,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,0.0
8108,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
8762,$1.000 A $10.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
12672,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,$1.000 A $10.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
2786,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
12885,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,0.0
8206,GRATUITO,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5047,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,GRATUITO,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
1676,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22302,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,$10.001 A $25.000,1.0
25613,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4285,$1.000 A $10.000,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,0.0
968,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
8959,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
14538,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
2049,$50.001 A $100.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,0.0
517,GRATUITO,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
10635,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
25057,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$50.001 A $100.000,$50.001 A $100.000,0.0
10076,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9244,GRATUITO,$50.001 A $100.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
5655,GRATUITO,$25.001 A $50.000,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
24648,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
132,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
11947,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
15848,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10970,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
611,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13450,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
9608,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9172,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24201,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
9827,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
17657,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7406,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
12042,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,0.0
9771,SIN INFORMACION,SIN INFORMACION,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14629,GRATUITO,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
24814,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
22508,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
8627,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
1923,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9063,$25.001 A $50.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25094,$1.000 A $10.000,$25.001 A $50.000,$25.001 A $50.000,$25.001 A $50.000,$25.001 A $50.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
5921,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
14563,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,$25.001 A $50.000,0.0
24864,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22397,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8174,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
217,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22545,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2411,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
2052,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
9468,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$10.001 A $25.000,0.0
1294,GRATUITO,MAS DE $100.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,$25.001 A $50.000,0.0
2549,GRATUITO,$50.001 A $100.000,GRATUITO,MAS DE $100.000,GRATUITO,MAS DE $100.000,GRATUITO,GRATUITO,0.0
129,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,MAS DE $100.000,$1.000 A $10.000,$10.001 A $25.000,0.0
9317,$1.000 A $10.000,$25.001 A $50.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,GRATUITO,MAS DE $100.000,0.0
1757,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,MAS DE $100.000,0.0
1629,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,0.0
8680,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
25464,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
10781,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
5658,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9164,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10717,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10967,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2974,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
3305,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25718,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,MAS DE $100.000,0.0
1880,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10632,GRATUITO,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,0.0
8375,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
14530,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
25501,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
9713,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24332,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4535,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
7200,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17833,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
24405,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
24946,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
399,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2163,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22464,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
4707,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,0.0
15601,$10.001 A $25.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,0.0
8654,$1.000 A $10.000,$50.001 A $100.000,$10.001 A $25.000,$50.001 A $100.000,$10.001 A $25.000,$50.001 A $100.000,$1.000 A $10.000,$10.001 A $25.000,0.0
25134,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
25349,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$10.001 A $25.000,MAS DE $100.000,0.0
9759,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
3479,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
516,GRATUITO,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
2530,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,GRATUITO,SIN INFORMACION,GRATUITO,GRATUITO,0.0
20037,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7399,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,SIN INFORMACION,0.0
11977,$50.001 A $100.000,MAS DE $100.000,$1.000 A $10.000,GRATUITO,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,0.0
8814,GRATUITO,GRATUITO,$50.001 A $100.000,MAS DE $100.000,$50.001 A $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
25207,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,1.0
26030,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,$50.001 A $100.000,MAS DE $100.000,0.0
6113,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22044,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,SIN INFORMACION,SIN INFORMACION,0.0
4331,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
12631,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
10516,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
12547,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
364,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
1525,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
10694,SIN INFORMACION,SIN INFORMACION,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
8755,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,MAS DE $100.000,MAS DE $100.000,0.0
14211,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,0.0
12363,MAS DE $100.000,MAS DE $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,MAS DE $100.000,SIN INFORMACION,SIN INFORMACION,0.0
13330,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
2787,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,0.0
8969,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
1549,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
17635,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
4655,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
17606,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
16414,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10686,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,1.0
9071,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7331,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17885,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14470,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9075,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
17754,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
10506,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9799,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
1516,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
15521,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
3886,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
6846,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
4948,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
3432,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
9957,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
5084,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
7628,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
10023,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25012,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
10313,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
701,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
5282,$1.000 A $10.000,$10.001 A $25.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25692,MAS DE $100.000,MAS DE $100.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$50.001 A $100.000,0.0
3938,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
24898,$1.000 A $10.000,$10.001 A $25.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
11776,$50.001 A $100.000,$50.001 A $100.000,$1.000 A $10.000,$10.001 A $25.000,$1.000 A $10.000,$10.001 A $25.000,MAS DE $100.000,MAS DE $100.000,0.0
2194,GRATUITO,GRATUITO,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,MAS DE $100.000,MAS DE $100.000,0.0
25645,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$25.001 A $50.000,0.0
2785,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,$50.001 A $100.000,$50.001 A $100.000,0.0
3461,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
25509,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
11256,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
5823,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
11923,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
8632,SIN INFORMACION,SIN INFORMACION,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
127,GRATUITO,GRATUITO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,GRATUITO,$50.001 A $100.000,0.0
25386,$1.000 A $10.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22378,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,$1.000 A $10.000,GRATUITO,SIN INFORMACION,SIN INFORMACION,0.0
518,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
31162,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,GRATUITO,0.0
10735,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
8380,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
13384,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22097,GRATUITO,GRATUITO,GRATUITO,$50.001 A $100.000,GRATUITO,$50.001 A $100.000,GRATUITO,GRATUITO,1.0
5024,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
3300,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,MAS DE $100.000,0.0
3871,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,$1.000 A $10.000,$50.001 A $100.000,GRATUITO,GRATUITO,0.0
579,$1.000 A $10.000,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
25249,GRATUITO,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$25.001 A $50.000,$1.000 A $10.000,$50.001 A $100.000,0.0
10329,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,0.0
25439,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$1.000 A $10.000,$50.001 A $100.000,0.0
2278,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,$25.001 A $50.000,0.0
4559,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
6916,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
25675,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,0.0
9863,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
14373,GRATUITO,GRATUITO,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,MAS DE $100.000,GRATUITO,GRATUITO,0.0
22230,GRATUITO,$25.001 A $50.000,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,GRATUITO,0.0
22029,SIN INFORMACION,SIN INFORMACION,GRATUITO,$25.001 A $50.000,GRATUITO,$25.001 A $50.000,MAS DE $100.000,MAS DE $100.000,0.0
